49858,-0.006,0.000,-0.322,0.003,-0.061
49862,-0.006,0.000,-0.303,0.003,-0.061
49867,-0.006,0.000,-0.299,0.003,-0.061
49956,-0.006,0.000,-0.297,-0.004,-0.040
49961,-0.006,0.000,-0.209,-0.004,-0.040
49967,-0.006,0.000,-0.205,-0.004,-0.040
50055,-0.006,0.000,-0.199,-0.025,-0.026
50060,-0.006,0.000,-0.096,-0.025,-0.026
50065,-0.006,0.000,-0.090,-0.025,-0.026
50154,-0.006,0.000,-0.084,-0.027,-0.044
50159,-0.006,0.000,0.018,-0.027,-0.044
50163,-0.006,0.000,0.021,-0.027,-0.044
50252,-0.006,0.000,0.027,-0.023,-0.039
50257,-0.006,0.000,0.129,-0.023,-0.039
50263,-0.006,0.000,0.133,-0.023,-0.039
50352,-0.006,0.000,0.139,-0.023,-0.031
50357,-0.006,0.000,0.238,-0.023,-0.031
50361,-0.006,0.000,0.244,-0.023,-0.031
50450,-0.006,0.000,0.250,-0.045,-0.034
50455,-0.006,0.000,0.340,-0.045,-0.034
50460,-0.006,0.000,0.342,-0.045,-0.034
50549,-0.006,0.000,0.348,-0.035,-0.032
50554,0.004,0.000,0.379,-0.035,-0.032
50558,0.006,0.000,0.379,-0.035,-0.032
50648,0.008,0.000,0.379,-0.041,-0.029
50653,0.053,0.000,0.379,-0.041,-0.029
50658,0.055,0.000,0.379,-0.041,-0.029
50747,0.059,0.000,0.379,0.030,-0.053
50751,0.102,0.000,0.379,0.030,-0.053
50756,0.104,0.000,0.379,0.030,-0.053
50845,0.105,0.000,0.379,0.348,-0.101
50850,0.148,0.000,0.379,0.348,-0.101
50855,0.150,0.000,0.379,0.348,-0.101
50945,0.152,0.000,0.379,0.648,-0.124
50949,0.199,0.000,0.379,0.648,-0.124
50954,0.203,0.000,0.379,0.648,-0.124
51043,0.205,0.000,0.379,0.724,-0.116
51048,0.248,0.000,0.379,0.724,-0.116
51053,0.250,0.000,0.379,0.724,-0.116
51142,0.252,0.000,0.379,0.724,-0.081
51146,0.289,0.000,0.379,0.724,-0.081
51151,0.289,0.000,0.377,0.724,-0.081
51240,0.289,0.000,0.377,0.689,-0.079
51246,0.289,0.000,0.316,0.689,-0.079
51251,0.289,0.000,0.311,0.689,-0.079
