705823,0.246,0.000,0.645,-0.265,-0.032
705828,0.246,0.000,0.738,-0.265,-0.032
705833,0.246,0.000,0.742,-0.265,-0.032
705923,0.246,0.000,0.746,-0.235,0.032
705928,0.238,0.000,0.779,-0.235,0.032
705932,0.236,0.000,0.779,-0.235,0.032
706021,0.234,0.000,0.779,-0.250,1.875
706026,0.191,0.000,0.779,-0.250,1.875
706031,0.188,0.000,0.779,-0.250,1.875
706120,0.186,0.000,0.779,0.458,6.723
706124,0.141,0.000,0.779,0.458,6.723
706129,0.139,0.000,0.779,0.458,6.723
706219,0.135,0.000,0.779,5.060,8.445
706224,0.092,0.000,0.779,5.060,8.445
706229,0.088,0.000,0.779,5.060,8.445
706318,0.086,0.000,0.779,11.786,11.085
706323,0.041,0.000,0.779,11.786,11.085
706327,0.039,0.000,0.779,11.786,11.085
706416,0.037,0.000,0.779,13.241,16.578
706421,-0.008,0.000,0.779,13.241,16.578
706426,-0.010,0.000,0.779,13.241,16.578
706515,-0.014,0.000,0.779,13.043,21.012
706520,-0.051,0.000,0.777,13.043,21.012
706525,-0.051,0.000,0.777,13.043,21.012
706614,-0.051,0.000,0.775,12.599,24.035
706619,-0.051,0.000,0.713,12.599,24.035
706624,-0.051,0.000,0.707,12.599,24.035
706713,-0.051,0.000,0.703,12.356,23.696
706717,-0.051,0.000,0.602,12.356,23.696
706722,-0.051,0.000,0.596,12.356,23.696
706811,-0.051,0.000,0.590,13.057,14.700
706817,-0.051,0.000,0.488,13.057,14.700
706822,-0.051,0.000,0.482,13.057,14.700
706910,-0.051,0.000,0.477,12.212,2.463
706915,-0.051,0.000,0.375,12.212,2.463
706920,-0.051,0.000,0.369,12.212,2.463
707009,-0.051,0.000,0.363,3.139,-0.015
707014,-0.051,0.000,0.260,3.139,-0.015
707019,-0.051,0.000,0.254,3.139,-0.015
707107,-0.051,0.000,0.250,-0.311,-0.038
707112,-0.051,0.000,0.146,-0.311,-0.038
707118,-0.051,0.000,0.143,-0.311,-0.038
707207,-0.051,0.000,0.137,-0.281,-0.038
707212,-0.051,0.000,0.078,-0.281,-0.038
707217,-0.051,0.000,0.074,-0.281,-0.038
707305,-0.051,0.000,0.074,-0.291,-0.033
707310,-0.051,0.000,0.068,-0.291,-0.033
707315,-0.051,0.000,0.068,-0.291,-0.033
707404,-0.051,0.000,0.070,-0.283,-0.018
707409,-0.051,0.000,0.131,-0.283,-0.018
707414,-0.051,0.000,0.137,-0.283,-0.018
707503,-0.051,0.000,0.141,-0.262,-0.039
707508,-0.051,0.000,0.242,-0.262,-0.039
707513,-0.051,0.000,0.248,-0.262,-0.039
707602,-0.051,0.000,0.254,-0.258,-0.028
707607,-0.051,0.000,0.357,-0.258,-0.028
707611,-0.051,0.000,0.363,-0.258,-0.028
707700,-0.051,0.000,0.369,-0.276,-0.028
707705,-0.051,0.000,0.471,-0.276,-0.028
707710,-0.051,0.000,0.477,-0.276,-0.028
707800,-0.051,0.000,0.482,-0.306,-0.033
707805,-0.051,0.000,0.584,-0.306,-0.033
707809,-0.051,0.000,0.590,-0.306,-0.033
707898,-0.051,0.000,0.596,-0.354,-0.049
707903,-0.051,0.000,0.695,-0.354,-0.049
707908,-0.051,0.000,0.701,-0.354,-0.049
707997,-0.051,0.000,0.705,-0.333,-0.013
708002,-0.051,0.000,0.768,-0.333,-0.013
708006,-0.051,0.000,0.770,-0.333,-0.013
708096,-0.051,0.000,0.771,-0.306,0.783
708101,-0.041,0.000,0.777,-0.306,0.783
708106,-0.041,0.000,0.777,-0.306,0.783
708195,-0.041,0.000,0.777,0.384,3.709
708199,-0.041,0.000,0.777,0.384,3.709
708204,-0.041,0.000,0.777,0.384,3.709
708293,-0.041,0.000,0.777,4.237,4.093
708298,-0.041,0.000,0.777,4.237,4.093
708303,-0.041,0.000,0.777,4.237,4.093
708392,-0.041,0.000,0.777,7.340,2.981
708397,-0.041,0.000,0.777,7.340,2.981
708402,-0.041,0.000,0.777,7.340,2.981
708491,-0.041,0.000,0.777,7.247,2.871
708496,-0.041,0.000,0.777,7.247,2.871
708501,-0.041,0.000,0.777,7.247,2.871
708590,-0.041,0.000,0.777,7.162,2.880
708594,-0.041,0.000,0.777,7.162,2.880
708599,-0.041,0.000,0.777,7.162,2.880
708688,-0.041,0.000,0.777,7.063,2.889
708694,-0.041,0.000,0.777,7.063,2.889
708699,-0.041,0.000,0.777,7.063,2.889
708787,-0.041,0.000,0.777,7.040,2.835
708792,-0.041,0.000,0.777,7.040,2.835
708797,-0.041,0.000,0.777,7.040,2.835
708886,-0.041,0.000,0.777,7.047,2.856
708891,-0.041,0.000,0.777,7.047,2.856
708896,-0.041,0.000,0.777,7.047,2.856
708984,-0.041,0.000,0.777,7.024,2.839
708989,-0.041,0.000,0.777,7.024,2.839
708995,-0.041,0.000,0.777,7.024,2.839
709084,-0.041,0.000,0.777,6.992,2.835
709089,-0.045,0.000,0.777,6.992,2.835
709094,-0.051,0.000,0.779,6.992,2.835
709182,-0.053,0.000,0.779,6.961,2.943
709187,-0.053,0.000,0.754,6.961,2.943
709192,-0.053,0.000,0.750,6.961,2.943
709281,-0.053,0.000,0.748,6.943,4.001
709286,-0.053,0.000,0.656,6.943,4.001
709291,-0.053,0.000,0.650,6.943,4.001
709380,-0.053,0.000,0.646,7.201,3.942
709385,-0.053,0.000,0.545,7.201,3.942
709390,-0.053,0.000,0.539,7.201,3.942
709479,-0.053,0.000,0.533,7.837,0.916
709484,-0.053,0.000,0.430,7.837,0.916
709488,-0.053,0.000,0.426,7.837,0.916
709577,-0.053,0.000,0.420,3.522,-0.032
709582,-0.053,0.000,0.316,3.522,-0.032
709587,-0.053,0.000,0.311,3.522,-0.032
709677,-0.053,0.000,0.305,-0.115,-0.028
709682,-0.053,0.000,0.203,-0.115,-0.028
709686,-0.053,0.000,0.197,-0.115,-0.028
709775,-0.053,0.000,0.191,-0.314,-0.012
709780,-0.053,0.000,0.104,-0.314,-0.012
709785,-0.053,0.000,0.100,-0.314,-0.012
709874,-0.053,0.000,0.096,-0.271,-0.027
709878,-0.053,0.000,0.066,-0.271,-0.027
709883,-0.053,0.000,0.066,-0.271,-0.027
709972,-0.053,0.000,0.066,-0.291,-0.035
709978,-0.049,0.000,0.068,-0.291,-0.035
709983,-0.049,0.000,0.068,-0.291,-0.035
710072,-0.049,0.000,0.068,-0.325,-0.038
710076,-0.049,0.000,0.068,-0.325,-0.038
710081,-0.049,0.000,0.068,-0.325,-0.038
710170,-0.049,0.000,0.068,-0.295,-0.038
710175,-0.049,0.000,0.068,-0.295,-0.038
710180,-0.049,0.000,0.068,-0.295,-0.038
710269,-0.049,0.000,0.068,-0.293,-0.029
710274,-0.049,0.000,0.068,-0.293,-0.029
710279,-0.049,0.000,0.068,-0.293,-0.029
710368,-0.049,0.000,0.068,-0.261,-0.048
710373,-0.049,0.000,0.068,-0.261,-0.048
710378,-0.049,0.000,0.068,-0.261,-0.048
